development_event_id,generation_order,generator_stage,template,side,lateral_factor_id,d_target,d_mid,probe_source,s_probe,d_probe,root_type,root_index,probe_location_rule,probe_anchor_rule,analytic_branch_regime,lateral_constraint_semantics,transition_factor_id,entry_scale,entry_length_m,exit_scale,exit_length_m,transition_semantics,current_coupling_rule,currently_impossible_or_skipped,returned_by_policy,discarded_side,validator_executed,hard_valid,path_digest
DVE001,2000,M1,ZERO_BOUNDARY_SHORT,RIGHT,LP_DVE001_008fcc2d710a,-0.47180573094231487,-0.47180573094231487,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE001_224247570463,0.5145810930150512,0.20819693015645047,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,3992767028971c83
DVE001,2001,M1,ZERO_BOUNDARY_SPAN,RIGHT,LP_DVE001_008fcc2d710a,-0.47180573094231487,-0.47180573094231487,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE001_8cf47c1c0519,0.7136694116555473,0.2887470656620084,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,930e7ae55e2725f8
DVE002,2000,M1,ZERO_BOUNDARY_SHORT,LEFT,LP_DVE002_c91268f55005,0.4264238880500108,0.4264238880500108,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE002_d25a97a07be5,0.5145810930150512,0.3382451980971943,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,f7ab77466e61b0b5
DVE002,2001,M1,ZERO_BOUNDARY_SPAN,LEFT,LP_DVE002_c91268f55005,0.4264238880500108,0.4264238880500108,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE002_f7376ce142fc,0.7136694116555473,0.3382451980971943,0.4971684162574945,3.07176990033179,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,f7ab77466e61b0b5
DVE003,2000,M1,ZERO_BOUNDARY_SHORT,RIGHT,LP_DVE003_00b8905d7def,-0.5686534977284028,-0.5686534977284028,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE003_6e17fd7289f5,0.5145810930150512,0.43097543765060387,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,240344d54dcb8ac8
DVE003,2001,M1,ZERO_BOUNDARY_SPAN,RIGHT,LP_DVE003_00b8905d7def,-0.5686534977284028,-0.5686534977284028,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,,,ZERO_INTERFACE,0,NONE,NONE,ZERO_RIGHT__ZERO_BOTH__ZERO_LEFT,boundary_inset target with hard coupling d_mid=d_target; no probe/root,TP_DVE003_2491fc979c20,0.7136694116555473,0.5977172329126017,0.4971684162574945,1.2471497743156634,"SHORT=(entry_min,exit_min) or SPAN=(entry_quarter,exit_span)",ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,alternate d_mid and cross-template transition combinations impossible,True,False,True,False,262da8cf2c314d0b
DVE003,2002,M1,FAR_SPAN,RIGHT,LP_DVE003_ce0002de3e47,-0.9850000000000001,-0.7735224115445876,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,1.1372486544721303,-0.7735224115445856,ALL_INACTIVE,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SIGN_CHANGE__SIGN_CHANGE__SIGN_CHANGE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE003_2491fc979c20,0.7136694116555473,0.5977172329126017,0.4971684162574945,1.2471497743156634,fixed FAR_SPAN transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,6bff5041635ac0ba
DVE004,2000,M1,NEAR_LONG,LEFT,LP_DVE004_a10f08122a87,0.15,0.6150186810751646,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,0.06536223987305068,0.5593118252810302,ACTIVE_OUTER,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SAME_SIGN_POSITIVE__SIGN_CHANGE__SAME_SIGN_NEGATIVE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE004_5fa61e8c8db1,1.310934367577036,0.03919180232155539,6.677829896219816,41.259171347119086,fixed NEAR_LONG transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,dfc8153567f8a4aa
DVE005,0,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_3af8aba2fcca,-0.39115057871499376,-0.4711505787149931,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_1047e9e57d3e,0.5145810930150512,0.0500501720642226,0.6049868191659147,1.5176128456960238,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,71545edd99b1a3f2
DVE005,1,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_3af8aba2fcca,-0.39115057871499376,-0.4711505787149931,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_92feb33c7353,0.5145810930150512,0.0500501720642226,3.94735730932694,9.901968058487197,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,74595933dc8c1d67
DVE005,2,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_3af8aba2fcca,-0.39115057871499376,-0.4711505787149931,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_db643d1702d4,0.5145810930150512,0.0500501720642226,7.397546202396385,18.55678634265873,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,890cb213db42e5ea
DVE005,3,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_037c813920fa,-0.39115057871499376,-0.4711505787149939,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_0a67c0d40a62,1.310934367577036,0.12750660984781728,0.6049868191659147,1.5176128456960238,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,f2db85d9b4a77f41
DVE005,4,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_037c813920fa,-0.39115057871499376,-0.4711505787149939,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_cbb9a5776e94,1.310934367577036,0.12750660984781728,3.94735730932694,9.901968058487197,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,8f9eacce6713ea60
DVE005,5,M0_V1,FROZEN_V1_CURVATURE_CONTINUITY,RIGHT,LP_DVE005_037c813920fa,-0.39115057871499376,-0.4711505787149939,FROZEN_V1,0.13914538781190555,-0.4711505787149938,ACTIVE_OUTER,0,CURVATURE_CORRIDOR_CRITICAL,CONTINUITY_BIASED_SAFE_ANCHOR,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,existingTargetAnchor + CURVATURE_CONTINUITY probe analytic d_mid root,TP_DVE005_8064bff8deaa,1.310934367577036,0.12750660984781728,7.397546202396385,18.55678634265873,M0 adaptive entry endpoint/bisection x three exit ratios,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,only canonical retained side proceeds; V2/M1 run only when M0 has no hard-valid,False,True,True,False,16977ed85e08b080
DVE005,2000,M1,NEAR_LONG,RIGHT,LP_DVE005_f36aeb2d94a6,-0.39115057871499376,-0.5505752893574976,M1_BRANCH_COMPLETE_ACTIVE_SET_CLOSURE,0.13914538781190555,-0.5505752893574969,ACTIVE_OUTER,0,CORRIDOR_BOTTLENECK,CORRIDOR_CENTER,SAME_SIGN_NEGATIVE__SIGN_CHANGE__SAME_SIGN_POSITIVE,branch near/far target + BOTTLENECK_CENTER active/inactive analytic d_mid root,TP_DVE005_8064bff8deaa,1.310934367577036,0.12750660984781728,7.397546202396385,18.55678634265873,fixed NEAR_LONG transition pairing,ONLY_THIS_OBSERVED_FULL_TUPLE_IS_LEGAL,analytic lateral result is not crossed with other event transition pairs,True,False,True,False,8f40bf90dd7a2b0a
